Course Code,Course Title,Units,Terms Offered,Description
ISF C39A,seminar,4 Units,Terms offered: Spring 2024,freshman sophomor seminar offer lower divis student opportun explor intellectu topic faculti member group peer set these seminar offer campu depart topic vari depart depart semest semest
ISF 50,interdisciplinari perspect artifici intellig,3 Units,Terms offered: Spring 2019,it hard open newspap magazin today see claim made artifici intellig advoc argu softwar program abl even perform creativ job oppos routin one matter celebr concern critic argu claim hyperbol other argu close realiti indic much autonomi cede machin in cours
ISF 60,technolog valu,3 Units,"Terms offered: Fall 2023, Fall 2020, Spring 2018",if scienc technolog activ exactli valu lie in class pick apart scienc technolog look valu term bad actor corrupt implic process constitut modern technosci these process includ way research construct problem solut fact artifact norm standard
ISF 61,moral reason human action the quest judgment,3 Units,"Terms offered: Spring 2017, Fall 2016, Spring 2015",thi interdisciplinari survey cours seek understand defin justic evil individu respons modern societi in particular go probe care human reflect practic process moral reason we focu human behavior extrem situat war life death conflict genocid mass kill well compet concept human freedom the cours distinct
ISF 62,represent modern world,3 Units,"Terms offered: Fall 2014, Fall 2012, Spring 2012",in cours util work human social scienc order explor number dimens modern world the focu upon willing falsifi person life well one posit public sphere the cours begin examin psycholog dimens emphas import natur unconsci experi in context
ISF 98,direct group studi,1 - 3 Units,"Terms offered: Spring 2024, Spring 2023, Spring 2022",seminar group studi select topic cover regularli schedul cours topic vari semest semest
ISF 100A,introduct social theori cultur analysi,4 Units,"Terms offered: Spring 2024, Fall 2023, Summer 2023 First 6 Week Session",thi cours requir isf major open student provid introduct work foundat social theorist nineteenth centuri includ karl marx max weber write might call pre disciplinari period modern social scienc work cross boundari anthropolog econom histori polit scienc sociolog today claim
ISF 100B,interdisciplinari theori self ident,4 Units,"Terms offered: Spring 2024, Summer 2023 First 6 Week Session, Spring 2022",thi cours explor peopl come develop valu self well specif social ident the cours draw anthropolog sociolog neurobiolog philosophi grappl intim yet often opaqu us selv yet shall also explor cultur limit unstabl understand individu selv well dialect self
ISF 100C,languag ident,4 Units,"Terms offered: Fall 2023, Fall 2022, Spring 2021",thi cours examin role languag construct social ident languag tie variou form symbol power nation intern draw case studi southeast asia europ canada pay special attent topic legitim nation languag polit use languag process endanger indigen languag
ISF C100C,word imag,4 Units,"Terms offered: Spring 2011, Spring 2007, Spring 2004",thi cours design sharpen skill understand happen world imag word meet start work western classic tradit proceed investig constel oper varieti media includ sculptur poetri paint prose death mask tableaux vivant photographi advertis
ISF C100G,introduct scienc technolog societi,4 Units,"Terms offered: Fall 2023, Fall 2022, Fall 2018, Spring 2016, Spring 2015",thi cours provid overview field scienc technolog studi st way studi knowledg technolog shape shape social polit histor econom factor we learn key concept field technolog understood use differ differ commun appli wide rang topic includ geographi histori environment
ISF 100D,introduct technolog societi cultur,4 Units,"Terms offered: Spring 2024, Summer 2023 First 6 Week Session, Spring 2023",thi cours survey technolog revolut centuri focus develop comput internet the final part examin impact internet social movement
ISF 100E,the global right valu law centuri,4 Units,"Terms offered: Summer 2020 First 6 Week Session, Summer 2019 First 6 Week Session, Summer 2018 First 6 Week Session",thi interdisciplinari cours introduct complex interplay transnat valu intern right legal institut increasingli govern social cultur geopolit interact contemporari world theoret methodolog tool social scienc jurisprud philosophi appli im analys interplay
ISF 100F,theoriz modern capit controversi interpret,4 Units,"Terms offered: Fall 2023, Fall 2022, Fall 2021",the focu cours variou way natur trajectori modern capit interpret our stress work analysi the initi focal point work max weber joseph schumpet well import current debat econom histori social theori gener work both weber schumpet display strong fascin elabor work marx
ISF 100G,introduct scienc societi ethic,4 Units,"Terms offered: Spring 2022, Fall 2019, Spring 2017",thi interdisciplinari cours explor whether proven possibl desir understand societi positivist scientif method predominantli develop transatlant world centuri we shall explor question may appli realm public health human biolog social scienc gener includ anthropolog sociolog econom polit scienc
ISF 100H,introduct media intern relat,4 Units,"Terms offered: Summer 2022 First 6 Week Session, Fall 2017, Spring 2015",how intern actor use media construct public opinion salient issu war terror intervent intern trade financ global warm resourc deplet the purpos cours introduc student key concept method theori analysi media effect particularli area public opinion format intern relat
ISF 100I,consum societi cultur,4 Units,"Terms offered: Fall 2021, Fall 2020, Fall 2019",in mani way consumpt defin live ident consum even import would argu ident worker produc but implic societi consum in class address question under condit consum societi develop what global commod chain tell us coloni global inequ environment injustic
ISF 100J,the social life comput,4 Units,"Terms offered: Spring 2024, Spring 2023, Spring 2022",in class look comput social phenomenon see technolog transform see technolog evolv put use particular way particular group peopl we employ varieti method primarili histor ethnograph orient around studi practic we pay attent technic detail ground technic
ISF 100K,health and develop,4 Units,"Terms offered: Spring 2024, Spring 2023, Spring 2022",develop often defin process econom growth onli recent
ISF N100A,introduct social theori cultur analysi,4 Units,Terms offered: Prior to 2007,introduct central theoret investig concern construct organ social life use work classic tradit social theori well exampl contemporari analysi cours explor topic natur power chang natur econom product consumpt mean differ racial sexual class develop institut et
ISF N100D,introduct technolog societi cultur,4 Units,Terms offered: Prior to 2007,thi cours survey technolog revolut centuri focus develop comput internet the final part examin impact internet social movement
ISF 110,special topic interdisciplinari studi,4 Units,"Terms offered: Spring 2022, Spring 2019, Spring 2018",thi cours design primarili allow faculti develop cours address specif issu theme problem interdisciplinari interest topic vari semest semest student consult depart webpag current offer start semest
ISF 189,introduct interdisciplinari research method,4 Units,"Terms offered: Spring 2024, Fall 2023, Spring 2023",thi class introduct research method lead student differ unit built around specif learn goal practic exercis the cours design teach rang research skill includ abil formul research question engag scholarli convers argument identif evalu mobil interpret sourc method instrument field research interview
ISF 190,senior thesi,4 Units,"Terms offered: Spring 2024, Fall 2023, Spring 2023",the isf senior thesi requir capston experi final product isf major the thesi sustain origin critic examin central interdisciplinari research question develop guidanc
ISF 197,field studi,1 - 4 Units,Terms offered: Prior to 2007,supervis experi relev student specif area concentr interdisciplinari studi field major organ regular individu meet faculti sponsor written report requir
ISF 198,direct group studi advanc undergradu,1 - 3 Units,"Terms offered: Fall 2023, Spring 2022, Spring 2021",seminar group studi select topic cover regularli schedul cours topic vari semest semest
ISF 199,supervis independ studi research upper divis major,1 - 4 Units,"Terms offered: Fall 2023, Summer 2011 10 Week Session, Summer 2007 10 Week Session",direct individu independ studi research special topic arrang faculti
ITALIAN 1,elementari italian,5 Units,"Terms offered: Spring 2024, Fall 2023, Spring 2023",basic grammar beginn part one
ITALIAN 1R,intens italian romanc languag speaker,5 Units,"Terms offered: Spring 2024, Fall 2023, Spring 2023",an intens italian languag cours design nativ advanc speaker romanc languag french spanish portugues romanian catalan in one semest cover materi usual taught two semest elementari italian student success complet cours abl enrol italian intermedi italian regular attend mandatori
ITALIAN 1S,intens italian romanc languag speaker,6 Units,"Terms offered: Fall 2017, Spring 2017, Fall 2016",an intens italian languag cours design nativ advanc speaker romanc languag french spanish portugues romanian catalan in one semest cover materi usual taught two semest elementari italian student success complet cours abl enrol italian intermedi italian regular continu attend class mandatori
ITALIAN W1,elementari italian hybrid,5 Units,Terms offered: Fall 2019,elementari italian beginn focus develop basic languag skill read write speak listen italian italian spoken class time student expos authent italian materi film song websit opportun practic listen speak skill daili thi hybrid cours includ hybrid compon complet onlin attend
